Client_Hier_id,Account_Id,Commodity_Id,Commodity_Name,Client_Type,Client_Name,Sitegroup_Name,Site_Name,Site_Type,Account_Number,Account_Type,Account_Vendor_Name,Region_Name,Meter_Country_Name,Meter_State_Name,Weather_Station_Code,Rate_Name,Account_Is_Data_Entry_Only,Meter_Geo_Lat,Meter_Geo_Long,Variance_Consumption_Level
7191,1,290,Electric Power,Industrial,"Bridgestone Americas, Inc.","Firestone Polymers, LLC","POLY-LAKE/Lake Charles, LA",Industrial,33626409,Utility ,Entergy Gulf States Louisiana Inc.,CP,USA,LA,KUXL,Large Power Service - LPS - Secondary,0,30.2293526,-93.2131232,"> 5,000,000 kWh"
